Manufacturer,ModelYear,ModelNumber,Description,Description2,Package,Style_ID
Mazda,2022,L2PK82,MX-5 GS-P Auto,,,
Mazda,2022,L2TK62,MX-5 GT Manual,,,
Mazda,2022,L2TK82,MX-5 GT Auto,,,
Mazda,2022,L3PK62,MX-5 RF GS-P Manual,,,
Mazda,2022,L3PK82,MX-5 RF GS-P Auto,,,
Mazda,2022,L3TK62,MX-5 RF GT Manual,,,
Mazda,2022,L3TK82,MX-5 RF GT Auto,,,
Mazda,2023,ZXXK83,CX-30 GX AWD,,,
Mazda,2023,ZXSL83,CX-30 GS AWD,,,
Mazda,2023,ZXTL83,CX-30 GT AWD,,,
Mazda,2023,ZXTM83,CX-30 GT w/Turbo AWD,,,
Mazda,2023,NXXN83,CX-5 GX AWD,,,
Mazda,2023,NXSN83,CX-5 GS AWD,,,
Mazda,2023,NXBN83,CX-5 Kuro Edition AWD,,,
Mazda,2023,NXTN83,CX-5 GT AWD,,,
Mazda,2023,NXKM83,CX-5 Signature AWD,,,
Mazda,2023,NXDN83,CX-5 Sport Design AWD,,,
Mazda,2023,NXDM83,CX-5 Sport Design w/Turbo AWD,,,
Mazda,2023,JXLN83,CX-50 GS-L AWD,,,
Mazda,2023,JXTN83,CX-50 GT AWD,,,
Mazda,2023,JXTM83,CX-50 GT w/Turbo AWD,,,
Mazda,2023,QXSM83,CX-9 GS AWD,,,
Mazda,2023,QXLM83,CX-9 GS-L AWD,,,
Mazda,2023,QXTM83,CX-9 GT AWD,,,
Mazda,2023,QXKM83,CX-9 Signature AWD,,,
Mazda,2023,QXBM83,CX-9 Kuro Edition AWD,,,
Mazda,2023,DVXK63,Mazda3 GX Manual FWD,,,
Mazda,2023,DVXK83,Mazda3 GX Auto FWD,,,
Mazda,2023,DVSK83,Mazda3 GS Auto FWD,,,
Mazda,2023,DVTL83,Mazda3 GT Auto FWD,,,
Mazda,2023,DXSL83,Mazda3 GS Auto i-ACTIV AWD,,,
Mazda,2023,DXTL83,Mazda3 GT Auto i-ACTIV AWD,,,
Mazda,2023,DXTM83,Mazda3 GT w/Turbo Auto i-ACTIV AWD,,,
Mazda,2023,SVXK63,Mazda3 Sport GX Manual FWD,,,
Mazda,2023,SVXK83,Mazda3 Sport GX Auto FWD,,,
Mazda,2023,SVSK63,Mazda3 Sport GS Manual FWD,,,
Mazda,2023,SVSK83,Mazda3 Sport GS Auto FWD,,,
Mazda,2023,SVTL83,Mazda3 Sport GT Auto FWD,,,
Mazda,2023,SVTL63,Mazda3 Sport GT Manual FWD,,,
Mazda,2023,SXSL83,Mazda3 Sport GS Auto i-ACTIV AWD,,,
Mazda,2023,SXTL83,Mazda3 Sport GT Auto i-ACTIV AWD,,,
Mazda,2023,SXTM83,Mazda3 Sport GT w/Turbo Auto i-ACTIV AWD,,,
Mazda,2023,KVSB83,MX-30 EV GS FWD,,,
Mazda,2023,KVTB83,MX-30 EV GT FWD,,,
Mazda,2023,L2SK63,MX-5 GS Manual,,,
Mazda,2023,L2PK63,MX-5 GS-P Manual,,,
Mazda,2023,L2PK83,MX-5 GS-P Auto,,,
Mazda,2023,L2TK63,MX-5 GT Manual,,,
Mazda,2023,L2TK83,MX-5 GT Auto,,,
Mazda,2023,L3PK63,MX-5 RF GS-P Manual,,,
Mazda,2023,L3PK83,MX-5 RF GS-P Auto,,,
Mazda,2023,L3TK63,MX-5 RF GT Manual,,,
Mazda,2023,L3TK83,MX-5 RF GT Auto,,,
Mazda,2025,DVXL85,Mazda3 GX AT GX - 6AT,,AA00,461087
Mazda,2025,DVSL85,Mazda3 GS AT GS - 6AT,,AA00,461088
Mazda,2025,DVSL85,Mazda3 GS AT Lux Pkg GS-6AT Luxury Package,,LP00,461088
Mazda,2025,DXSL85,"Mazda3 GS AT AWD Lux Pkg GS - 6AT, i-ACTIV AWD Lux Pkg",,LP00,461090
Mazda,2025,DVTL85,Mazda3 GT AT GT - 6AT,,AA00,461089
Mazda,2025,DXTL85,"Mazda3 GT AT, AWD GT - 6AT, i-ACTIV AWD",,AA00,461091
Mazda,2025,DXTM85,"Mazda3 GT AT, AWD, T GT - 6AT, AWD, Turbo",,AA00,461092
Mazda,2025,SVXL85,Mazda3 Sport GX AT GX - 6AT,,AA00,461093
Mazda,2025,SVSL85,Mazda3 Sport GS AT GS - 6AT,,AA00,461094
Mazda,2025,SVSL85,"Mazda3 Sport GS AT Lux Pkg GS - 6AT,  Luxury Package",,LP00,461094
Mazda,2025,SXSL85,"Mazda3 Sport GS AT, AWD Lux Pkg GS - 6AT, i-ACTIV AWD",,LP00,461097
Mazda,2025,SVTL65,Mazda3 Sport GT MT GT - 6MT,,AA00,461095
Mazda,2025,SVTL85,Mazda3 Sport GT AT GT-6AT,,AA00,461096
Mazda,2025,SXTL85,"Mazda3 Sport GT AT, AWD GT-6AT,i-ACTIV AWD",,AA00,461098
Mazda,2025,SXTM85,"Mazda3 Sport GT AT, AWD, T GT-6AT, AWD, Turbo",,AA00,461099
Mazda,2025,SXUM85,"Mazda3 Sport Suna AT, AWD, T Suna-6AT, AWD, Turbo",,SE00,461100
Mazda,2025,L2SK65,MX-5 GS 6MT GS - 6MT,,AA00,470171
Mazda,2025,L2PK65,MX-5 GS-P 6MT GS-P -6MT,,AA00,470172
Mazda,2025,L2PK65,MX-5 GS-P 6MT GS-P -6MT Sport Package,,SP00,470172
Mazda,2025,L2PK85,MX-5 GS-P 6AT GS-P -6AT,,AA00,470173
Mazda,2025,L2TK65,"MX-5 GT 6MT GT - 6MT, Black Leather",,AA00,470174
Mazda,2025,L2TK85,"MX-5 GT 6AT GT - 6AT, Black Leather",,AA00,470175
Mazda,2025,L2EK65,"MX-5 35th Anniversary 6MT 35th Anniversary - 6MT, Tan Leather",,AE35,470780
Mazda,2025,L3PK65,MX-5 RF GS-P 6MT GS-P - 6MT,,AA00,469862
Mazda,2025,L3PK65,MX-5 RF GS-P 6MT GS-P - 6MT Sport Package,,SP00,469862
Mazda,2025,L3PK85,MX-5 RF GS-P 6AT GS-P - 6AT,,AA00,469863
Mazda,2025,L3TK65,"MX-5 RF GT 6MT GT - 6MT, Black Leather",,AA00,469864
Mazda,2025,L3TK65,"MX-5 RF GT 6MT GT - 6MT, Grand Sport Package",,GR00,469864
Mazda,2025,L3TK85,"MX-5 RF GT 6AT GT - 6AT, Black Leather",,AA00,469865
Mazda,2025,ZXXL85,CX-30 GX AT AWD CX-30 GX AT AWD,,AA00,463053
Mazda,2025,ZXSL85,CX-30 GS AT AWD CX-30 GS AT AWD,,AA00,463054
Mazda,2025,ZXSL85,"CX-30 GS AT AWD CX-30 GS AT AWD, Luxury Package",,LP00,463054
Mazda,2025,ZXTL85,CX-30 GT AT AWD CX-30 GT AT AWD,,AA00,463055
Mazda,2025,ZXTM85,"CX-30 GT AT AWD, T CX-30 GT AT AWD, Turbo",,AA00,463056
Mazda,2025,ZXUM85,"CX-30 GT AT AWD, T, Suna CX-30 GT AT AWD, Turbo Suna",,SE00,463057
Mazda,2025,NXXL85,"CX-5 GX AT AWD GX - 6AT, AWD",,AA00,461688
Mazda,2025,NXSL85,"CX-5 GS AT AWD GS - 6AT, AWD",,AA00,461689
Mazda,2025,NXSL85,"CX-5 GS AT AWD, Comfort Pkg GS - 6AT, AWD, CD, Comfort Package",,CM00,461689
Mazda,2025,NXBN85,"CX-5 Kuro AT AWD Kuro - 6AT, AWD",,KE00,461690
Mazda,2025,NXTN85,"CX-5 GT AT AWD GT - 6AT, AWD",,AA00,461691
Mazda,2025,NXDM85,"CX-5 Sport Design AT AWD, T Sport Design - 6AT, AWD, T",,SD00,461692
Mazda,2025,NXUM85,"CX-5 Suna AT AWD, T Suna - 6AT, AWD,T",,SE00,461693
Mazda,2025,NXKM85,"CX-5 Signature AT AWD,T Signature - 6AT, AWD, T",,AA00,461694
Mazda,2025,JXLN85,CX-50 GS-L AWD CX-50 GS-L AWD,,AA00,461996
Mazda,2025,JXTN85,CX-50 GT AWD CX-50 GT AWD,,AA00,461997
Mazda,2025,JXTM85,"CX-50 GT AWD, Turbo CX-50 GT AWD, Turbo",,AA00,461998
Mazda,2025,JXTM85,"CX-50 Meridian AWD, Turbo CX-50 Meridian AWD, Turbo",,MP00,461999
Mazda,2025,JXTM85,"CX-50 Meridian AWD, Turbo, Apex Pkg CX-50 Meridian AWD, Turbo, Apex Pkg",,AP00,461999
Mazda,2025,MXLH85,CX-50 GS-L Hybrid CX-50 GS-L Hybrid,,AA00,462388
Mazda,2025,MXBH85,CX-50 Kuro Hybrid CX-50 Kuro Hybrid,,KE00,462389
Mazda,2025,MXTH85,CX-50 GT Hybrid CX-50 GT Hybrid,,AA00,462390
Mazda,2025,XXLF85,CX-70 GS-L - M Hybrid CX-70 GS-L - M Hybrid,,AA00,453634
Mazda,2025,XXTF85,CX-70 GT-  M Hybrid CX-70 GT-  M Hybrid,,AA00,453635
Mazda,2025,XXPG85,CX-70 GT-P - M Hybrid CX-70 GT-P - M Hybrid,,AA00,453636
Mazda,2025,XXKG85,CX-70 Signature - M Hybrid CX-70 Signature - M Hybrid,,AA00,453637
Mazda,2025,YXLP85,CX-70 GS-L -  PHEV CX-70 GS-L -  PHEV,,AA00,453632
Mazda,2025,YXTP85,CX-70 GT -  PHEV CX-70 GT -  PHEV,,AA00,453633
Mazda,2025,WXSF85,"CX-90 GS -  M Hybrid GS -  AWD, M Hybrid",,AA00,461802
Mazda,2025,WXLF85,"CX-90 GS-L -  M Hybrid GS-L -  AWD, M Hybrid",,AA00,461803
Mazda,2025,WXLF85,"CX-90 GS-L - M Hybrid, Captain's chairs GS-L -  AWD, M Hybrid, Captain's chairs",,CC00,461803
Mazda,2025,WXTF85,"CX-90 GT-  M Hybrid GT-  AWD, M Hybrid",,AA00,461804
Mazda,2025,WXTF85,"CX-90 GT-  M Hybrid, Captain's chairs GT-  AWD, M Hybrid",,CC00,461804
Mazda,2025,WXPG85,"CX-90 GT-P - M Hybrid GT-P - AWD, M Hybrid",,AA00,461805
Mazda,2025,WXPG85,"CX-90 GT-P - M Hybrid, Captain's chairs GT-P - AWD, M Hybrid",,CC00,461805
Mazda,2025,WXKG85,"CX-90 Signature - M Hybrid Signature - AWD, M Hybrid",,AA00,461806
Mazda,2025,VXSP85,"CX-90 GS -  PHEV GS -  AWD, PHEV",,AA00,461700
Mazda,2025,VXLP85,"CX-90 GS-L -  PHEV GS-L -  AWD, PHEV",,AA00,461701
Mazda,2025,VXTP85,"CX-90 GT -  PHEV GT -  AWD, PHEV",,AA00,461702
Mazda,2024,L2SK64,MX-5 GS 6MT GS - 6MT AA00,,,453418
Mazda,2024,L2PK64,MX-5 GS-P 6MT GS-P -6MT AA00,,,453419
Mazda,2024,L2PK84,MX-5 GS-P 6AT GS-P -6AT AA00,,,453420
Mazda,2024,L2TK64,"MX-5 GT 6MT GT - 6MT, Black Leather AA00",,,453421
Mazda,2024,L2TK84,"MX-5 GT 6AT GT - 6AT, Black Leather AA00",,,453422
Mazda,2024,L3PK64,MX-5 RF GS-P 6MT GS-P - 6MT AA00,,,453423
Mazda,2024,L3PK84,MX-5 RF GS-P 6AT GS-P - 6AT AA00,,,453424
Mazda,2024,L3TK64,"MX-5 RF GT 6MT GT - 6MT, Black Leather AA00",,,453425
Mazda,2024,L3TK84,"MX-5 RF GT 6AT GT - 6AT, Black Leather AA00",,,453426
Mazda,2024,KVSB84,MX-30 EV GS MX-30 BEV GS AA00,,,453513
Mazda,2024,KVTB84,MX-30 EV GT MX-30 BEV GT AA00,,,453514
Mazda,2024,ZXXL84,CX-30 GX AT AWD CX-30 GX AT AWD AA00,,,447804
Mazda,2024,ZXSL84,CX-30 GS AT AWD CX-30 GS AT AWD AA00,,,447805
Mazda,2024,ZXTL84,CX-30 GT AT AWD CX-30 GT AT AWD AA00,,,447806
Mazda,2024,ZXTM84,"CX-30 GT AT AWD, T CX-30 GT AT AWD, Turbo AA00",,,447807
Mazda,2024,ZXUM84,"CX-30 GT AT AWD, T, Suna CX-30 GT AT AWD, Turbo Suna SE00",,,447808
Mazda,2024,NXXN84,"CX-5 GX AT AWD GX - 6AT, AWD AA00",,,445370
Mazda,2024,NXXL84,"CX-5 GX AT AWD w/o CD GX - 6AT, AWD w/o CD AA00",,,451113
Mazda,2024,NXSN84,"CX-5 GS AT AWD GS - 6AT, AWD AA00",,,445371
Mazda,2024,NXSL84,"CX-5 GS AT AWD w/o CD GS - 6AT, AWD w/o CD AA00",,,451114
Mazda,2024,NXBN84,"CX-5 Kuro AT AWD Kuro - 6AT, AWD KE00",,,445372
Mazda,2024,NXTN84,"CX-5 GT AT AWD GT - 6AT, AWD AA00",,,445373
Mazda,2024,NXDM84,"CX-5 Sport Design AT AWD, T Sport Design - 6AT, AWD, T SD00",,,445374
Mazda,2024,NXUM84,"CX-5 Suna AT AWD, T Suna - 6AT, AWD,T SE00",,,445376
Mazda,2024,NXKM84,"CX-5 Signature AT AWD,T Signature - 6AT, AWD, T AA00",,,445375
Mazda,2024,JXLN84,CX-50 GS-L AWD CX-50 GS-L AWD AA00,,,444168
Mazda,2024,JXTN84,CX-50 GT AWD CX-50 GT AWD AA00,,,444169
Mazda,2024,JXTM84,"CX-50 GT AWD, Turbo CX-50 GT AWD, Turbo AA00",,,444170
Mazda,2024,JXTM84,"CX-50 Meridian AWD, Turbo CX-50 Meridian AWD, Turbo MP00",,,444171
Mazda,2024,WXSF84,"CX-90 GS -  M Hybrid GS -  AWD, M Hybrid AA00",,,438890
Mazda,2024,WXLF84,"CX-90 GS-L -  M Hybrid GS-L -  AWD, M Hybrid AA00",,,438891
Mazda,2024,WXTF84,"CX-90 GT-  M Hybrid GT-  AWD, M Hybrid AA00",,,438892
Mazda,2024,WXPG84,"CX-90 GT-P - M Hybrid GT-P - AWD, M Hybrid AA00",,,438893
Mazda,2024,WXKG84,"CX-90 Signature - M Hybrid Signature - AWD, M Hybrid AA00",,,438894
Mazda,2024,VXSP84,"CX-90 GS -  PHEV GS -  AWD, PHEV AA00",,,438887
Mazda,2024,VXLP84,"CX-90 GS-L -  PHEV GS-L -  AWD, PHEV AA00",,,438888
Mazda,2024,VXTP84,"CX-90 GT -  PHEV GT -  AWD, PHEV AA00",,,438889
Mazda,2024,DVXL84,Mazda3 GX AT GX - 6AT AA00,,,444021
Mazda,2024,DVSL84,Mazda3 GS AT GS - 6AT AA00,,,444022
Mazda,2024,DXSL84,"Mazda3 GS AT AWD Lux Pkg GS - 6AT, i-ACTIV AWD Lux Pkg LP00",,,444024
Mazda,2024,DVTL84,Mazda3 GT AT GT - 6AT AA00,,,444023
Mazda,2024,DXTL84,"Mazda3 GT AT, AWD GT - 6AT, i-ACTIV AWD AA00",,,444025
Mazda,2024,DXTM84,"Mazda3 GT AT, AWD, T GT - 6AT, AWD, Turbo AA00",,,444026
Mazda,2024,SVXL84,Mazda3 Sport GX AT GX - 6AT AA00,,,444918
Mazda,2024,SVSL84,Mazda3 Sport GS AT GS - 6AT AA00,,,444919
Mazda,2024,SXSL84,"Mazda3 Sport GS AT, AWD Lux Pkg GS - 6AT, i-ACTIV AWD LP00",,,444922
Mazda,2024,SVTL64,Mazda3 Sport GT MT GT - 6MT AA00,,,444920
Mazda,2024,SVTL84,Mazda3 Sport GT AT GT-6AT AA00,,,444921
Mazda,2024,SXTL84,"Mazda3 Sport GT AT, AWD GT-6AT,i-ACTIV AWD AA00",,,444923
Mazda,2024,SXTM84,"Mazda3 Sport GT AT, AWD, T GT-6AT, AWD, Turbo AA00",,,444924
Mazda,2024,SXUM84,"Mazda3 Sport Suna AT, AWD, T Suna-6AT, AWD, Turbo SE00",,,444925
Mazda,2026,DVXL86,Mazda3 GX AT GX - 6AT,,AA00,
Mazda,2026,DVSL86,Mazda3 GS AT GS - 6AT,,AA00,
Mazda,2026,DVSL86,Mazda3 GS AT Lux Pkg GS-6AT Luxury Package,,LP00,
Mazda,2026,DXSL86,"Mazda3 GS AT AWD Lux Pkg GS - 6AT, i-ACTIV AWD Lux Pkg",,LP00,
Mazda,2026,DVTL86,Mazda3 GT AT GT - 6AT,,AA00,
Mazda,2026,DXTL86,"Mazda3 GT AT, AWD GT - 6AT, i-ACTIV AWD",,AA00,
Mazda,2026,DXTM86,"Mazda3 GT AT, AWD, T GT - 6AT, AWD, Turbo",,AA00,
Mazda,2026,SVXL86,Mazda3 Sport GX AT GX - 6AT,,AA00,
Mazda,2026,SVSL86,Mazda3 Sport GS AT GS - 6AT,,AA00,
Mazda,2026,SVSL86,"Mazda3 Sport GS AT Lux Pkg GS - 6AT,  Luxury Package",,LP00,
Mazda,2026,SXSL86,"Mazda3 Sport GS AT, AWD Lux Pkg GS - 6AT, Luxury Package, i-ACTIV AWD",,LP00,
Mazda,2026,SVTL66,Mazda3 Sport GT MT GT - 6MT,,AA00,
Mazda,2026,SVTL86,Mazda3 Sport GT AT GT-6AT,,AA00,
Mazda,2026,SXTL86,"Mazda3 Sport GT AT, AWD GT-6AT,i-ACTIV AWD",,AA00,
Mazda,2026,SXTM86,"Mazda3 Sport GT AT, AWD, T GT-6AT, AWD, Turbo",,AA00,
Mazda,2026,ZXXL86,CX-30 GX AT AWD CX-30 GX AT AWD,,AA00,
Mazda,2026,ZXSL86,CX-30 GS AT AWD CX-30 GS AT AWD,,AA00,
Mazda,2026,ZXSL86,CX-30 GS Kuro AT AWD CX-30 GS Kuro AT AWD,,KE00,
Mazda,2026,ZXTL86,CX-30 GT AT AWD CX-30 GT AT AWD,,AA00,
Mazda,2026,ZXTM86,"CX-30 GT AT AWD, Turbo CX-30 GT AT AWD, Turbo",,AA00,
Mazda,2026,ZXTM86,"CX-30 GT Kuro AT AWD, Turbo CX-30 GT Kuro AT AWD, Turbo",,KE00,
Mazda,2026,XXLF86,CX-70 GS-L MHEV CX-70 GS-L MHEV,,AA00,
Mazda,2026,XXTF86,CX-70 GT MHEV CX-70 GT MHEV,,AA00,
Mazda,2026,XXPG86,CX-70 GT-P MHEV CX-70 GT-P MHEV,,AA00,
Mazda,2026,XXKG86,CX-70 SIGNATURE MHEV CX-70 SIGNATURE MHEV,,AA00,
Mazda,2026,YXCP86,CX-70 GS-SC PHEV CX-70 GS-SC PHEV,,AA00,
Mazda,2026,YXHP86,CX-70 GS-L SC PHEV CX-70 GS-L SC PHEV,,AA00,
Mazda,2026,YXTP86,CX-70 GT PHEV CX-70 GT PHEV,,AA00,
Mazda,2026,YXKP86,CX-70 Signature PHEV CX-70 Signature PHEV,,AA00,
Mazda,2026,WXSF86,CX-90 MHEV CX-90 GS MHEV,,AA00,
Mazda,2026,WXLF86,CX-90 MHEV CX-90 GS-L MHEV,,AA00,
Mazda,2026,WXLF86,CX-90 MHEV CX-90 GS-L MHEV with Captain's Chairs,,CC00,
Mazda,2026,WXTF86,CX-90 MHEV CX-90 GT MHEV,,AA00,
Mazda,2026,WXTF86,CX-90 MHEV CX-90 GT MHEV with Captain's Chairs,,CC00,
Mazda,2026,WXPG86,CX-90 MHEV CX-90 GT-P MHEV,,AA00,
Mazda,2026,WXPG86,CX-90 MHEV CX-90 GT-P MHEV with Captain's Chairs,,CC00,
Mazda,2026,WXKG86,CX-90 MHEV CX-90 SIGNATURE MHEV,,AA00,
Mazda,2026,VXSP86,CX-90 PHEV CX-90 GS PHEV,,AA00,
Mazda,2026,VXLP86,CX-90 PHEV CX-90 GS-L PHEV,,AA00,
Mazda,2026,VXLP86,CX-90 PHEV CX-90 GS-L PHEV with Captain's Chairs,,CC00,
Mazda,2026,VXTP86,CX-90 PHEV CX-90 GT PHEV,,AA00,
Mazda,2026,VXTP86,CX-90 PHEV CX-90 GT PHEV with Captain's Chairs,,CC00,
Mazda,2026,VXKP86,CX-90 PHEV CX-90 SIGNATURE PHEV,,AA00,
Mazda,2026,NXXL86,CX-5 GX AWD GX-6AT,,AA00,
Mazda,2026,NXSL86,CX-5 GS AWD GS-6AT,,AA00,
Mazda,2026,NXTL86,CX-5 GT AWD GT-6AT,,AA00,
Mazda,2026,NXTL86,CX-5 GT AWD Panoramic Roof GT-6AT,,PA00,
Mazda,2026,NXTL86,CX-5 GT AWD Premium GT-6AT,,PR00,
Mazda,2026,L2SK66,MX-5 GS 6MT GS - 6MT,,AA00,
Mazda,2026,L2PK66,MX-5 GS-P 6MT GS-P -6MT,,AA00,
Mazda,2026,L2PK66,MX-5 GS-P 6MT GS-P -6MT Sport Package,,SP00,
Mazda,2026,L2PK86,MX-5 GS-P 6AT GS-P -6AT,,AA00,
Mazda,2026,L2TK66,MX-5 GT 6MT GT - 6MT,,AA00,
Mazda,2026,L2TK86,MX-5 GT 6AT GT - 6AT,,AA00,
Mazda,2026,L3PK66,MX-5 RF GS-P 6MT GS-P - 6MT,,AA00,
Mazda,2026,L3PK66,MX-5 RF GS-P 6MT GS-P - 6MT Sport Package,,SP00,
Mazda,2026,L3PK86,MX-5 RF GS-P 6AT GS-P - 6AT,,AA00,
Mazda,2026,L3TK66,MX-5 RF GT 6MT GT - 6MT,,AA00,
Mazda,2026,L3TK66,"MX-5 RF GT 6MT GT - 6MT, Grand Sport Package",,GR00,
Mazda,2026,L3TK86,MX-5 RF GT 6AT GT - 6AT,,AA00,
Genesis,2023,G714AA20DX53,G70 2.0T Select AWD,,,427598
Genesis,2023,G714AA20DX61,G70 2.0T Advanced AWD,,,427599
Genesis,2023,G714AA20DX63,G70 2.0T Prestige AWD,,,427600
Genesis,2023,G714AA33DX61,G70 3.3T Advanced AWD,,,427601
Genesis,2023,G714AA33DX60,G70 3.3T Sport AWD,,,427602
Genesis,2023,V71SAA25KL53,GV70 2.5T Select AWD,,,427669
Genesis,2023,V71SAA25KL61,GV70 2.5T Advanced AWD,,,427670
Genesis,2023,V71SAA25KLAE,GV70 2.5T Advanced Plus AWD,,,427671
Genesis,2023,V71SAA25KL63,GV70 2.5T Prestige AWD,,,427672
Genesis,2023,V71SAA35KL60,GV70 3.5T Sport AWD,,,427673
Genesis,2023,V71SAA35KLAF,GV70 3.5T Sport Plus AWD,,,427674
Genesis,2023,V71SEAEMEX63,Electrified GV70 Prestige AWD,,,437559
Genesis,2023,G834AA25DL58,G80 2.5T Advanced AWD,,,428568
Genesis,2023,G834AA35DL60,G80 3.5T Sport AWD,,,428569
Genesis,2023,G834AA35DLAF,G80 3.5T Sport Plus AWD,,,428570
Genesis,2023,G834EAEMEXAS,Electrified G80 Prestige AWD,,,433617
Genesis,2023,V61SEAEMEL61,GV60 Advanced AWD,,,426985
Genesis,2023,V61SEAEMELAR,GV60 Performance AWD,,,426986
Genesis,2023,V61SEAEMELAQ,GV60 Performance AWD w/Navy Interior,,,426987
Genesis,2023,V81SAA25DL53,GV80 2.5T Select AWD,,,427690
Genesis,2023,V81SAA25DL58,GV80 2.5T Advanced AWD,,,427691
Genesis,2023,V81SAA35DL59,GV80 3.5T Advanced AWD 7P,,,427692
Genesis,2023,V81SAA35DLAN,GV80 3.5T Advanced AWD 7P w/Matte Paint,,,427693
Genesis,2023,V81SAA35DL75,GV80 3.5T Prestige AWD 7P,,,427694
Genesis,2023,V81SAA35DLAO,GV80 3.5T Prestige AWD 7P w/Matte Paint,,,427695
Genesis,2023,V81SAA35DLAM,GV80 3.5T Prestige AWD 5P,,,427696
Genesis,2023,V81SAA35DLAP,GV80 3.5T Prestige AWD 5P w/Matte Paint,,,427697
Genesis,2023,V81SAA35DLAX,GV80 3.5T Advanced AWD 5P,,,428531
Genesis,2023,V81SAA35DLAY,GV80 3.5T Advanced AWD 5P w/Matte Paint,,,428532
Genesis,2023,G934AA35DX63,G90 3.5T Prestige AWD,,,432198
Genesis,2019,G714MR20DX60,G70 2.0T Sport RWD,,,399731
Genesis,2019,G714AA20DX61,G70 2.0T Advanced AWD,,,399732
Genesis,2019,G714AA20DX62,G70 2.0T Elite AWD,,,399733
Genesis,2019,G714AA20DX63,G70 2.0T Prestige AWD,,,399734
Genesis,2019,G714AA33DX64,G70 3.3T Dynamic AWD,,,399735
Genesis,2019,G714AA33DX60,G70 3.3T Sport AWD,,,399736
Genesis,2019,G824AA38BX55,G80 3.8 Technology AWD,,,401221
Genesis,2019,G824AA33DX60,G80 3.3T Sport AWD,,,401222
Genesis,2019,G824AA50BX20,G80 5.0 Ultimate AWD,,,401223
Genesis,2019,G924AA33DX24,G90 3.3T AWD,,,401225
Genesis,2019,G924AA50BX25,G90 5.0L AWD,,,401226
Genesis,2019,G924AA50BX30,G90 5.0L AWD w/Rear Seat Entertainment,,,401227
Genesis,2020,G714MR20DX60,G70 2.0T Sport RWD,,,406733
Genesis,2020,G714AA20DX61,G70 2.0T Advanced AWD,,,406734
Genesis,2020,G714AA20DX62,G70 2.0T Elite AWD,,,406735
Genesis,2020,G714AA20DX63,G70 2.0T Prestige AWD,,,406736
Genesis,2020,G714AA33DX60,G70 3.3T Sport AWD,,,406737
Genesis,2020,G714AA33DX63,G70 3.3T Prestige AWD,,,406738
Genesis,2020,G824AA38BX55,G80 3.8 Technology AWD,,,406610
Genesis,2020,G824AA33DX60,G80 3.3T Sport AWD,,,406611
Genesis,2020,G824AA50BX20,G80 5.0 Ultimate AWD,,,406612
Genesis,2020,G924AA33DX71,G90 3.3T AWD,,,409117
Genesis,2020,G924AA50BX72,G90 5.0L Prestige AWD,,,409118
Genesis,2020,G924AA50BX73,G90 5.0L Prestige AWD w/Rear Seat Entertainment,,,409119
Genesis,2021,G714MR20DX60,G70 2.0T Sport RWD,,,413279
Genesis,2021,G714AA20DX61,G70 2.0T Advanced AWD,,,413280
Genesis,2021,G714AA20DX62,G70 2.0T Elite AWD,,,413281
Genesis,2021,G714AA20DX63,G70 2.0T Prestige AWD,,,413282
Genesis,2021,G714AA33DX71,G70 3.3T Prestige AWD,,,413283
Genesis,2021,G714AA33DX60,G70 3.3T Sport AWD,,,413284
Genesis,2021,G834AA25DX58,G80 2.5T Advanced AWD,,,416212
Genesis,2021,G834AA35DX75,G80 3.5T Prestige AWD,,,416213
Genesis,2021,V81SAA25DX53,GV80 2.5T Select AWD,,,414822
Genesis,2021,V81SAA25DX58,GV80 2.5T Advanced AWD,,,414823
Genesis,2021,V81SAA35DX59,GV80 3.5T Advanced AWD,,,414824
Genesis,2021,V81SAA35DX75,GV80 3.5T Prestige AWD,,,414825
Genesis,2021,G924AA50BX72,G90 5.0L Prestige AWD,,,416444
Genesis,2021,G924AA50BX73,G90 5.0L Prestige AWD w/Rear Seat Entertainment,,,416445
Genesis,2022,G714AA20DX61,G70 2.0T Sport RWD,,,420472
Genesis,2022,G714AA20DX63,G70 2.0T Prestige AWD,,,420473
Genesis,2022,G714AA33DX60,G70 3.3T Sport AWD,,,420474
Genesis,2022,G714AA20DX53,G70 2.0T Select AWD,,,420475
Genesis,2022,G714AA33DX61,G70 3.3T Advanced AWD,,,420476
Genesis,2022,G714AA33DX32,G70 3.3T Sport Launch Edition AWD,,,420477
Genesis,2022,V71SAA25KX53,GV70 2.5T Select AWD,,,422490
Genesis,2022,V71SAA25KX61,GV70 2.5T Advanced AWD,,,422491
Genesis,2022,V71SAA25KXAE,GV70 2.5T Advanced Plus AWD,,,422492
Genesis,2022,V71SAA25KX63,GV70 2.5T Prestige AWD,,,422493
Genesis,2022,V71SAA35KX60,GV70 3.5T Sport AWD,,,422494
Genesis,2022,V71SAA35KXAF,GV70 3.5T Sport Plus AWD,,,422495
Genesis,2022,V71SAA25KL53,GV70 2.5T Select AWD,,,427028
Genesis,2022,V71SAA25KL61,GV70 2.5T Advanced AWD,,,427029
Genesis,2022,V71SAA25KLAE,GV70 2.5T Advanced Plus AWD,,,427030
Genesis,2022,V71SAA25KL63,GV70 2.5T Prestige AWD,,,427031
Genesis,2022,V71SAA35KL60,GV70 3.5T Sport AWD,,,427032
